property_set_name,template_type,applicable_entities,applicable_type_value,property_definitions
Pset_SpaceHeaterPHistory,PSET_PERFORMANCEDRIVEN,['IfcSpaceHeater'],IfcSpaceHeater,"[{'property_name': 'FractionRadiantHeatTransfer', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'FractionConvectiveHeatTransfer', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'Effectiveness', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'SurfaceTemperature', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'SpaceAirTemperature', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'SpaceMeanRadiantTemperature', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'AuxiliaryEnergySourceConsumption', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'UACurve', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'OutputCapacityCurve', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'AirResistanceCurve', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'Exponent', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'HeatOutputRate', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}]"
Pset_SpaceHeaterTypeCommon,PSET_TYPEDRIVENOVERRIDE,['IfcSpaceHeater'],IfcSpaceHeater,"[{'property_name': 'Reference', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcIdentifier', 'unit_type': 'None'}}, {'property_name': 'Status', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_ElementStatus', 'enums': ['NEW', 'EXISTING', 'DEMOLISH', 'TEMPORARY', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'PlacementType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_SpaceHeaterPlacementType', 'enums': ['BASEBOARD', 'TOWELWARMER', 'SUSPENDED', 'WALL', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'TemperatureClassification', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_SpaceHeaterTemperatureClassification', 'enums': ['LOWTEMPERATURE', 'HIGHTEMPERATURE', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'HeatTransferDimension', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_SpaceHeaterHeatTransferDimension', 'enums': ['POINT', 'PATH', 'SURFACE', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'HeatTransferMedium', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_HeatTransferMedium', 'enums': ['WATER', 'STEAM', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'EnergySource', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_EnergySource', 'enums': ['COAL', 'COAL_PULVERIZED', 'ELECTRICITY', 'GAS', 'OIL', 'PROPANE', 'WOOD', 'WOOD_CHIP', 'WOOD_PELLET', 'WOOD_PULVERIZED', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'BodyMass', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcMassMeasure', 'unit_type': 'None'}}, {'property_name': 'ThermalMassHeatCapacity', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcReal', 'unit_type': 'None'}}, {'property_name': 'OutputCapacity', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPowerMeasure', 'unit_type': 'None'}}, {'property_name': 'ThermalEfficiency', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcNormalisedRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'NumberOfPanels', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcInteger', 'unit_type': 'None'}}, {'property_name': 'NumberOfSections', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcInteger', 'unit_type': 'None'}}]"
Pset_SpaceHeaterTypeConvector,PSET_TYPEDRIVENOVERRIDE,['IfcSpaceHeater/CONVECTOR'],IfcSpaceHeater/CONVECTOR,"[{'property_name': 'ConvectorType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_SpaceHeaterConvectorType', 'enums': ['FORCED', 'NATURAL', 'OTHER', 'NOTKNOWN', 'UNSET']}}]"
Pset_SpaceHeaterTypeRadiator,PSET_TYPEDRIVENOVERRIDE,['IfcSpaceHeater/RADIATOR'],IfcSpaceHeater/RADIATOR,"[{'property_name': 'RadiatorType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_SpaceHeaterRadiatorType', 'enums': ['FINNEDTUBE', 'PANEL', 'SECTIONAL', 'TUBULAR', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'TubingLength', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'WaterContent', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcMassMeasure', 'unit_type': 'None'}}]"
Pset_SpaceLightingRequirements,PSET_TYPEDRIVENOVERRIDE,"['IfcSpace', ' IfcSpatialZone', ' IfcZone']","IfcSpace, IfcSpatialZone, IfcZone","[{'property_name': 'ArtificialLighting', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'Illuminance', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcIlluminanceMeasure', 'unit_type': 'None'}}]"
Pset_SpaceOccupancyRequirements,PSET_TYPEDRIVENOVERRIDE,"['IfcSpace', ' IfcSpatialZone', ' IfcZone']","IfcSpace, IfcSpatialZone, IfcZone","[{'property_name': 'OccupancyType', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'OccupancyNumber', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcCountMeasure', 'unit_type': 'None'}}, {'property_name': 'OccupancyNumberPeak', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcCountMeasure', 'unit_type': 'None'}}, {'property_name': 'OccupancyTimePerDay', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcTimeMeasure', 'unit_type': 'None'}}, {'property_name': 'AreaPerOccupant', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcAreaMeasure', 'unit_type': 'None'}}, {'property_name': 'MinimumHeadroom', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'IsOutlookDesirable', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}]"
Pset_SpaceParking,PSET_TYPEDRIVENOVERRIDE,['IfcSpace/PARKING'],IfcSpace/PARKING,"[{'property_name': 'ParkingUse', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'ParkingUnits', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcCountMeasure', 'unit_type': 'None'}}, {'property_name': 'IsAisle', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'IsOneWay', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}]"
Pset_SpaceThermalDesign,PSET_TYPEDRIVENOVERRIDE,['IfcSpace'],IfcSpace,"[{'property_name': 'CoolingDesignAirflow', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcVolumetricFlowRateMeasure', 'unit_type': 'None'}}, {'property_name': 'HeatingDesignAirflow', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcVolumetricFlowRateMeasure', 'unit_type': 'None'}}, {'property_name': 'TotalSensibleHeatGain', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPowerMeasure', 'unit_type': 'None'}}, {'property_name': 'TotalHeatGain', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPowerMeasure', 'unit_type': 'None'}}, {'property_name': 'TotalHeatLoss', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPowerMeasure', 'unit_type': 'None'}}, {'property_name': 'CoolingDryBulb', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'unit_type': 'None'}}, {'property_name': 'CoolingRelativeHumidity', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'HeatingDryBulb', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'unit_type': 'None'}}, {'property_name': 'HeatingRelativeHumidity', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'VentilationAirFlowrate', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcVolumetricFlowRateMeasure', 'unit_type': 'None'}}, {'property_name': 'ExhaustAirFlowrate', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcVolumetricFlowRateMeasure', 'unit_type': 'None'}}, {'property_name': 'CeilingRAPlenum', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'BoundaryAreaHeatLoss', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcHeatFluxDensityMeasure', 'unit_type': 'None'}}]"
Pset_SpaceThermalLoad,PSET_TYPEDRIVENOVERRIDE,['IfcSpace'],IfcSpace,"[{'property_name': 'People', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcPowerMeasure', 'bounds': [], 'unit_type': 'None'}}, {'property_name': 'Lighting', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcPowerMeasure', 'bounds': [], 'unit_type': 'None'}}, {'property_name': 'EquipmentSensible', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcPowerMeasure', 'bounds': [], 'unit_type': 'None'}}, {'property_name': 'VentilationIndoorAir', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcPowerMeasure', 'bounds': [], 'unit_type': 'None'}}, {'property_name': 'VentilationOutdoorAir', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcPowerMeasure', 'bounds': [], 'unit_type': 'None'}}, {'property_name': 'RecirculatedAir', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcPowerMeasure', 'bounds': [], 'unit_type': 'None'}}, {'property_name': 'ExhaustAir', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcPowerMeasure', 'bounds': [], 'unit_type': 'None'}}, {'property_name': 'AirExchangeRate', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcPowerMeasure', 'bounds': [], 'unit_type': 'None'}}, {'property_name': 'DryBulbTemperature', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcPowerMeasure', 'bounds': [], 'unit_type': 'None'}}, {'property_name': 'RelativeHumidity', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcPowerMeasure', 'bounds': [], 'unit_type': 'None'}}, {'property_name': 'InfiltrationSensible', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcPowerMeasure', 'bounds': [], 'unit_type': 'None'}}, {'property_name': 'TotalSensibleLoad', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcPowerMeasure', 'bounds': [], 'unit_type': 'None'}}, {'property_name': 'TotalLatentLoad', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcPowerMeasure', 'bounds': [], 'unit_type': 'None'}}, {'property_name': 'TotalRadiantLoad', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcPowerMeasure', 'bounds': [], 'unit_type': 'None'}}]"
Pset_SpaceThermalLoadPHistory,PSET_PERFORMANCEDRIVEN,['IfcSpace'],IfcSpace,"[{'property_name': 'People', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'Lighting', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'EquipmentSensible', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'VentilationIndoorAir', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'VentilationOutdoorAir', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'RecirculatedAir', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'ExhaustAir', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'AirExchangeRate', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'DryBulbTemperature', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'RelativeHumidity', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'InfiltrationSensible', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'TotalSensibleLoad', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'TotalLatentLoad', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'TotalRadiantLoad', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}]"
Pset_SpaceThermalPHistory,PSET_PERFORMANCEDRIVEN,['IfcSpace'],IfcSpace,"[{'property_name': 'CoolingAirFlowRate', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'HeatingAirFlowRate', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'VentilationAirFlowRate', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'ExhaustAirFlowRate', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'SpaceTemperature', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'SpaceRelativeHumidity', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}]"
Pset_SpaceThermalRequirements,PSET_TYPEDRIVENOVERRIDE,"['IfcSpace', ' IfcSpatialZone', ' IfcZone']","IfcSpace, IfcSpatialZone, IfcZone","[{'property_name': 'SpaceTemperature', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'unit_type': 'None'}}, {'property_name': 'SpaceTemperatureMax', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'unit_type': 'None'}}, {'property_name': 'SpaceTemperatureMin', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'unit_type': 'None'}}, {'property_name': 'SpaceTemperatureSummerMax', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'unit_type': 'None'}}, {'property_name': 'SpaceTemperatureSummerMin', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'unit_type': 'None'}}, {'property_name': 'SpaceTemperatureWinterMax', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'unit_type': 'None'}}, {'property_name': 'SpaceTemperatureWinterMin', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'unit_type': 'None'}}, {'property_name': 'SpaceHumidity', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'SpaceHumidityMax', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'SpaceHumidityMin', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'SpaceHumiditySummer', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'SpaceHumidityWinter', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'DiscontinuedHeating', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'NaturalVentilation', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'NaturalVentilationRate', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcCountMeasure', 'unit_type': 'None'}}, {'property_name': 'MechanicalVentilationRate', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcCountMeasure', 'unit_type': 'None'}}, {'property_name': 'AirConditioning', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'AirConditioningCentral', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}]"
Pset_SpatialZoneCommon,,[],,"[{'property_name': 'Reference', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': None, 'unit_type': 'None'}}, {'property_name': 'IsExternal', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}]"
Pset_StackTerminalTypeCommon,PSET_TYPEDRIVENOVERRIDE,['IfcStackTerminal'],IfcStackTerminal,"[{'property_name': 'Reference', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcIdentifier', 'unit_type': 'None'}}, {'property_name': 'Status', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_ElementStatus', 'enums': ['NEW', 'EXISTING', 'DEMOLISH', 'TEMPORARY', 'OTHER', 'NOTKNOWN', 'UNSET']}}]"
Pset_StairCommon,PSET_TYPEDRIVENOVERRIDE,['IfcStair'],IfcStair,"[{'property_name': 'Reference', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcIdentifier', 'unit_type': 'None'}}, {'property_name': 'Status', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_ElementStatus', 'enums': ['NEW', 'EXISTING', 'DEMOLISH', 'TEMPORARY', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'NumberOfRiser', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcCountMeasure', 'unit_type': 'None'}}, {'property_name': 'NumberOfTreads', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcCountMeasure', 'unit_type': 'None'}}, {'property_name': 'RiserHeight', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'TreadLength', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'NosingLength', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'WalkingLineOffset', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'TreadLengthAtOffset', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'TreadLengthAtInnerSide', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'WaistThickness', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'RequiredHeadroom', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'HandicapAccessible', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'HasNonSkidSurface', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'IsExternal', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'ThermalTransmittance', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': None, 'unit_type': 'None'}}, {'property_name': 'LoadBearing', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': None, 'unit_type': 'None'}}, {'property_name': 'FireRating', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'FireExit', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}]"
